group_key,scaffold_group,precursor_mz,total_atom_count,rotatable_bonds,ring_count,aromatic_ring_count,rdbe,tpsa,heteroatom_fraction,n_N,n_O,n_S,n_halogen,source
QZXATCCPQKOEIH,O=S(=O)(Nc1ccccc1)c1nc2ccncn2n1,360.037567138672,32.0,4.0,3.0,3.0,13.0,98.47999999999999,0.5,5.0,3.0,1.0,3.0,WUR
RAOCRURYZCVHMG,c1ccc2[nH]cnc2c1,250.118453979492,33.0,4.0,2.0,2.0,8.0,76.24,0.3333333333333333,3.0,3.0,0.0,0.0,WUR
RBNIGDFIUWJJEV,O=C(Nc1ccccc1)c1ccccc1,336.079864501953,38.0,4.0,2.0,2.0,10.0,46.61,0.2608695652173913,1.0,3.0,0.0,2.0,WUR
RECCURWJDVZHIH,c1ccccc1,171.032180786133,18.0,1.0,1.0,1.0,5.0,55.120000000000005,0.36363636363636365,2.0,1.0,0.0,1.0,WUR
RGCLLPNLLBQHPF,__ACYCLIC__RGCLLPNLLBQHPF,300.076446533203,37.0,7.0,0.0,0.0,3.0,65.07000000000001,0.4444444444444444,1.0,5.0,0.0,1.0,WUR
RHVBIEJVJWNXBU,O=C1CC[C@H]2[C@@H](CC[C@@H]3[C@@H]2CCC2CCC[C@H]23)C1,277.216400146484,48.0,0.0,4.0,0.0,5.0,37.3,0.1,0.0,2.0,0.0,0.0,WUR
RJBJMKAMQIOAML,c1ccccc1,258.079528808594,32.0,2.0,1.0,1.0,7.0,72.47,0.35294117647058826,1.0,4.0,1.0,0.0,WUR
RJMIEHBSYVWVIN,O=C1c2ccccc2CN1c1ccccc1,282.11265563964855,36.0,3.0,3.0,2.0,11.0,57.61,0.19047619047619047,1.0,3.0,0.0,0.0,WUR
RMFNNCGOSPBBAD,c1ccccc1,222.123870849609,31.0,3.0,1.0,1.0,6.0,53.93,0.3125,3.0,2.0,0.0,0.0,WUR
RMOGWMIKYWRTKW,c1ccc(CCn2cncn2)cc1,294.136840820313,40.0,4.0,2.0,2.0,7.5,50.94,0.25,3.0,1.0,0.0,1.0,WUR
RNVCVTLRINQCPJ,c1ccccc1,108.080741882324,17.0,0.0,1.0,1.0,4.0,26.02,0.125,1.0,0.0,0.0,0.0,WUR
ROVGZAWFACYCSP,O=C1C=C[C@@H](OC(=O)C2CC2)C1,329.211303710938,52.0,6.0,2.0,0.0,8.0,43.370000000000005,0.125,0.0,3.0,0.0,0.0,WUR
RQDJADAKIFFEKQ,c1ccc(CCC(Cn2cncn2)c2ccccc2)cc1,337.121612548828,41.0,6.0,3.0,3.0,13.5,54.5,0.20833333333333334,4.0,0.0,0.0,1.0,WUR
RQVGAIADHNPSME,O=c1[nH]nnc2ccccc12,368.026397705078,37.0,7.0,2.0,2.0,9.5,66.24000000000001,0.42857142857142855,3.0,3.0,2.0,0.0,WUR
RQZAXGRLVPAYTJ,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,385.237854003906,60.0,2.0,4.0,0.0,9.0,60.440000000000005,0.14285714285714285,0.0,4.0,0.0,0.0,WUR
RROQIUMZODEXOR,C1CNCCN1,454.914581298828,36.0,6.0,1.0,0.0,3.0,64.68,0.5454545454545454,4.0,2.0,0.0,6.0,WUR
RRVIAQKBTUQODI,c1ccc2scnc2c1,222.069595336914,26.0,1.0,2.0,2.0,8.0,45.230000000000004,0.3333333333333333,3.0,1.0,1.0,0.0,WUR
RSIHSRDYCUFFLA,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,287.20071411132847,47.0,0.0,4.0,0.0,7.0,37.3,0.09523809523809523,0.0,2.0,0.0,0.0,WUR
RWCCWEUUXYIKHB,O=C(c1ccccc1)c1ccccc1,183.080490112305,24.0,2.0,2.0,2.0,9.0,17.07,0.07142857142857142,0.0,1.0,0.0,0.0,WUR
RYAUSSKQMZRMAI,c1ccc(CCCN2CCOCC2)cc1,304.263793945313,55.0,4.0,2.0,1.0,5.0,12.47,0.09090909090909091,1.0,1.0,0.0,0.0,WUR
RYVIXQCRCQLFCM,c1cnc(Oc2cccc(Oc3ncccn3)c2)nc1,431.119812011719,49.0,9.0,3.0,3.0,13.0,144.24,0.3870967741935484,4.0,8.0,0.0,0.0,WUR
RZILCCPWPBTYDO,c1ccccc1,233.089660644531,27.0,1.0,1.0,1.0,5.0,32.34,0.375,2.0,1.0,0.0,3.0,WUR
RZVAJINKPMORJF,c1ccccc1,152.070648193359,20.0,1.0,1.0,1.0,5.0,49.33,0.2727272727272727,1.0,2.0,0.0,0.0,WUR
SAPGTCDSBGMXCD,c1ccc(C(c2ccccc2)c2cncnc2)cc1,315.069610595703,34.0,3.0,3.0,3.0,12.0,46.010000000000005,0.22727272727272727,2.0,1.0,0.0,2.0,WUR
SBDNJUWAMKYJOX,c1ccc(Nc2ccccc2)cc1,296.023681640625,30.0,3.0,2.0,2.0,9.0,49.33,0.2631578947368421,1.0,2.0,0.0,2.0,WUR
SBUJHOSQTJFQJX,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,485.245697021484,69.0,6.0,3.0,0.0,3.0,282.61000000000007,0.45454545454545453,4.0,11.0,0.0,0.0,WUR
SCCDDNKJYDZXMM,c1ccccc1,256.110046386719,35.0,5.0,1.0,1.0,5.0,29.54,0.23529411764705882,1.0,2.0,0.0,1.0,WUR
SDMSCIWHRZJSRN,c1ccc(-c2ccno2)cc1,314.061248779297,36.0,7.0,2.0,2.0,8.5,53.72,0.35,1.0,4.0,1.0,0.0,WUR
SHCRDCOTRILILT,O=C1C=C[C@@H](OC(=O)C2CC2)C1,361.201080322266,54.0,6.0,2.0,0.0,8.0,69.67000000000002,0.19230769230769232,0.0,5.0,0.0,0.0,WUR
SLCGUGMPSUYJAY,O=C(Nc1ccccc1)c1ccccc1,366.066009521484,41.0,5.0,2.0,2.0,10.0,46.61,0.25,1.0,3.0,0.0,2.0,WUR
SMWDFEZZVXVKRB,c1ccc2ncccc2c1,130.065063476563,17.0,0.0,2.0,2.0,7.5,12.89,0.1,1.0,0.0,0.0,0.0,WUR
SOUGWDPPRBKJEX,c1ccccc1,336.031799316406,36.0,5.0,1.0,1.0,6.0,46.17,0.3,1.0,2.0,0.0,3.0,WUR
STECJAGHUSJQJN,O=C(Cc1ccccc1)O[C@H]1C[C@@H]2N[C@H](C1)[C@H]1O[C@H]12,304.154479980469,43.0,4.0,4.0,1.0,8.0,62.3,0.22727272727272727,1.0,4.0,0.0,0.0,WUR
STJLVHWMYQXCPB,c1ccc(C2(Cn3cncn3)OCCO2)cc1,342.076324462891,39.0,5.0,3.0,2.0,8.5,49.17,0.3181818181818182,3.0,2.0,0.0,2.0,WUR
STJMRWALKKWQGH,c1ccccc1,277.086975097656,35.0,3.0,1.0,1.0,4.0,58.28,0.29411764705882354,2.0,1.0,0.0,2.0,WUR
STMIIPIFODONDC,c1ccc(CCn2cncn2)cc1,314.082305908203,37.0,6.0,2.0,2.0,7.5,50.94,0.3,3.0,1.0,0.0,2.0,WUR
SUBWVHAACKTENX,O=C1CCC[C@@H](O[C@H]2CCCCO2)CCC[C@@H](O[C@H]2CCCCO2)C=CC=CCCO1,699.442138671875,111.0,9.0,3.0,0.0,7.0,156.69,0.2653061224489796,2.0,11.0,0.0,0.0,WUR
SYJGKVOENHZYMQ,O=S(=O)(Nc1nc2ccncn2n1)c1ccccc1,484.070922851563,46.0,8.0,3.0,3.0,13.0,116.94,0.5,5.0,5.0,1.0,5.0,WUR
SZINUGQCTHLQAZ,O=C1C=C[C@@H]2[C@H]3c4c[nH]c5cccc(c45)C[C@H]3CN12,337.154968261719,45.0,1.0,5.0,2.0,13.0,73.4,0.2,2.0,3.0,0.0,0.0,WUR
TUBQDCKAWGHZPF,c1ccc2scnc2c1,238.976745605469,20.0,3.0,2.0,2.0,9.0,36.68,0.35714285714285715,2.0,0.0,3.0,0.0,WUR
TVLSRXXIMLFWEO,O=C(NCCOc1ccccc1)n1ccnc1,376.038757324219,39.0,6.0,2.0,2.0,8.5,47.36,0.34782608695652173,3.0,2.0,0.0,3.0,WUR
TWFZGCMQGLPBSX,c1ccc2[nH]cnc2c1,192.076950073242,23.0,1.0,2.0,2.0,8.0,67.00999999999999,0.35714285714285715,3.0,2.0,0.0,0.0,WUR
TWHBYJSVDCWICV,O=C1COC(=O)CNC(=O)COC(=O)CNC(=O)COC(=O)CN1,699.490295410156,111.0,9.0,1.0,0.0,7.0,139.83,0.25,3.0,9.0,0.0,0.0,WUR
TYMLOMAKGOJONV,c1ccccc1,139.050201416016,16.0,1.0,1.0,1.0,5.0,69.16,0.4,2.0,2.0,0.0,0.0,WUR
UAFDGCOOJPIAHN,O=S(=O)(c1ccccc1)c1ccc2nc[nH]c2c1,332.070129394531,36.0,3.0,3.0,3.0,14.0,101.14999999999998,0.34782608695652173,3.0,4.0,1.0,0.0,WUR
UBCHPRBFMUDMNC,C1C2CC3CC1CC(C2)C3,180.174789428711,34.0,1.0,4.0,0.0,4.0,26.02,0.07692307692307693,1.0,0.0,0.0,0.0,WUR
UBCKGWBNUIFUST,c1ccccc1,364.907073974609,28.0,5.0,1.0,1.0,6.0,44.760000000000005,0.47368421052631576,0.0,4.0,0.0,4.0,WUR
UDCDOJQOXWCCSD,c1ccccc1,215.08483123779303,28.0,3.0,1.0,1.0,6.0,49.410000000000004,0.35714285714285715,2.0,2.0,1.0,0.0,WUR
UDKABVSQKJNZBH,C=C1CC2CC[C@@H]3C4CCC(=O)C=C4C=C[C@H]3[C@@H]2C1,397.237609863281,61.0,2.0,4.0,0.0,10.0,60.440000000000005,0.13793103448275862,0.0,4.0,0.0,0.0,WUR
UELITFHSCLAHKR,c1ccc2snnc2c1,210.999526977539,19.0,1.0,2.0,2.0,8.0,42.85,0.38461538461538464,2.0,1.0,2.0,0.0,WUR
UFEODZBUAFNAEU,N=C(C1=NOCCO1)c1ccccc1Oc1cc(Oc2ccccc2)ncn1,459.0862884521485,48.0,7.0,4.0,3.0,15.0,96.65000000000002,0.34375,4.0,5.0,0.0,2.0,WUR
UFFBMTHBGFGIHF,c1ccccc1,122.0963134765625,20.0,0.0,1.0,1.0,4.0,26.02,0.1111111111111111,1.0,0.0,0.0,0.0,WUR
UFNOUKDBUJZYDE,c1ccc(C(CC2CC2)Cn2cncn2)cc1,292.121337890625,38.0,5.0,3.0,2.0,8.5,50.94,0.25,3.0,1.0,0.0,1.0,WUR
UIOFUWFRIANQPC,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1,454.063720703125,47.0,4.0,4.0,2.0,12.5,112.74000000000001,0.36666666666666664,3.0,5.0,1.0,2.0,WUR
ULSLJYXHZDTLQK,O=c1oc2ccccc2cc1C1CCCc2ccccc21,293.117492675781,38.0,1.0,4.0,3.0,13.5,50.44,0.13636363636363635,0.0,3.0,0.0,0.0,WUR
UQCSETXJXJTMKO,O=C1COC(=O)CNC(=O)COC(=O)CNC(=O)COC(=O)CN1,671.458618164063,105.0,7.0,1.0,0.0,7.0,139.83,0.2608695652173913,3.0,9.0,0.0,0.0,WUR
URDNHJIVMYZFRT,c1ccc(CCn2cncn2)cc1,328.097961425781,40.0,4.0,2.0,2.0,7.5,50.94,0.2857142857142857,3.0,1.0,0.0,2.0,WUR
UREBDLICKHMUKA,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,393.207336425781,57.0,2.0,4.0,0.0,8.0,94.83000000000001,0.21428571428571427,0.0,5.0,0.0,1.0,WUR
USRKFGIXLGKMKU,c1ccc2scnc2c1,382.16015625,50.0,6.0,2.0,2.0,9.0,80.32,0.3076923076923077,3.0,3.0,1.0,1.0,WUR
UTOHZQYBSYOOGC,O=c1[nH][nH]cc1-c1ccccc1,332.142761230469,44.0,4.0,2.0,2.0,10.5,70.02000000000001,0.2608695652173913,3.0,2.0,1.0,0.0,WUR
UURAUHCOJAIIRQ,O=C1CC[C@]23CCCCCC(CCC2)[C@H]13,494.329803466797,81.0,9.0,3.0,0.0,6.0,66.84,0.17647058823529413,1.0,4.0,1.0,0.0,WUR
UVBUBMSSQKOIBE,__ACYCLIC__UVBUBMSSQKOIBE,722.395874023438,109.0,29.0,0.0,0.0,6.0,288.51,0.32,1.0,15.0,0.0,0.0,WUR
UWVQIROCRJWDKL,O=C1OCCN1Nc1ccccc1,279.134063720703,38.0,4.0,2.0,1.0,7.0,59.080000000000005,0.3,2.0,4.0,0.0,0.0,WUR
UWYHMGVUTGAWSP,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1,402.111633300781,47.0,4.0,4.0,2.0,12.5,112.74000000000001,0.32142857142857145,3.0,5.0,1.0,0.0,WUR
VACCAVUAMIDAGB,O=S(=O)(Nc1nncs1)c1ccccc1,271.031616210938,27.0,3.0,2.0,2.0,9.5,97.97,0.47058823529411764,4.0,2.0,2.0,0.0,WUR
VAOCPAMSLUNLGC,c1c[nH]cn1,172.071640014648,21.0,3.0,1.0,1.0,4.5,81.19,0.5,3.0,3.0,0.0,0.0,WUR
VBCVPMMZEGZULK,O=C(Nc1ccccc1)N1COC2Cc3ccccc3C2=N1,528.078186035156,53.0,3.0,4.0,2.0,14.0,106.97,0.3888888888888889,3.0,7.0,0.0,4.0,WUR
VEQOALNAAJBPNY,O=c1cc[nH]n1-c1ccccc1,189.102203369141,26.0,1.0,2.0,2.0,8.5,26.93,0.21428571428571427,2.0,1.0,0.0,0.0,WUR
VEVZCONIUDBCDC,c1ccc(Cc2cncnc2)cc1,313.115859985352,37.0,4.0,2.0,2.0,8.0,55.24,0.3181818181818182,2.0,2.0,0.0,3.0,WUR
VGHPMIFEKOFHHQ,O=S(=O)(Nc1ccccc1)c1nc2ncccn2n1,418.014282226563,39.0,5.0,3.0,3.0,13.0,107.71000000000001,0.46153846153846156,5.0,4.0,1.0,2.0,WUR
VHCNQEUWZYOAEV,O=c1[nH]cnnc1-c1ccccc1,203.092666625977,25.0,1.0,2.0,2.0,9.0,73.8,0.3333333333333333,4.0,1.0,0.0,0.0,WUR
VHRSUDSXCMQTMA,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,375.216827392578,57.0,2.0,4.0,0.0,8.0,94.83000000000001,0.18518518518518517,0.0,5.0,0.0,0.0,WUR
VJYFKVYYMZPMAB,__ACYCLIC__VJYFKVYYMZPMAB,243.063613891602,32.0,8.0,0.0,0.0,1.0,26.3,0.38461538461538464,0.0,2.0,2.0,0.0,WUR
VLTNWNUPWHBSQY,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,303.195587158203,48.0,0.0,4.0,0.0,7.0,57.53,0.13636363636363635,0.0,3.0,0.0,0.0,WUR
VLYWMPOKSSWJAL,O=S(=O)(Nc1cccnn1)c1ccccc1,281.0703125,31.0,4.0,2.0,2.0,10.0,107.2,0.42105263157894735,4.0,3.0,1.0,0.0,WUR
VNENJHUOPQAPAT,c1ccc2[nH]c(-c3cscn3)nc2c1,218.038452148438,22.0,1.0,3.0,3.0,10.5,61.800000000000004,0.3333333333333333,3.0,1.0,1.0,0.0,WUR
VNKBTWQZTQIWDV,O=c1[nH]c2ncccc2o1,324.981384277344,29.0,5.0,2.0,2.0,9.0,83.56,0.5263157894736842,2.0,5.0,1.0,1.0,WUR
VOEYXMAFNDNNED,c1ccccc1,166.086334228516,23.0,1.0,1.0,1.0,5.0,41.82000000000001,0.25,1.0,2.0,0.0,0.0,WUR
VOWAEIGWURALJQ,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,331.190216064453,50.0,4.0,3.0,1.0,8.0,52.60000000000001,0.16666666666666666,0.0,4.0,0.0,0.0,WUR
VTFZEBCYVXMEBB,c1ccccc1,325.032958984375,36.0,7.0,1.0,1.0,7.0,61.830000000000005,0.42105263157894735,0.0,5.0,2.0,0.0,WUR
VTNQPKFIQCLBDU,c1ccccc1,270.125823974609,38.0,6.0,1.0,1.0,5.0,29.54,0.2222222222222222,1.0,2.0,0.0,1.0,WUR
VUTHWSUXEOILTN,c1ccccc1,295.040252685547,33.0,5.0,1.0,1.0,7.0,78.9,0.4444444444444444,0.0,6.0,1.0,0.0,WUR
VWUXBMIQPBEWFH,c1ccc2c(c1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21,607.324157714844,88.0,14.0,4.0,1.0,8.0,57.53,0.21951219512195122,0.0,3.0,1.0,5.0,WUR
VXTGHWHFYNYFFV,c1ccc2[nH]cnc2c1,282.090637207031,34.0,4.0,2.0,2.0,9.0,84.08,0.3684210526315789,3.0,3.0,1.0,0.0,WUR
VZFRNCSOCOPNDB,C1CCNC1,312.1443176269535,43.0,7.0,1.0,0.0,6.0,123.93,0.3181818181818182,1.0,6.0,0.0,0.0,WUR
WAIJIHDWAKJCBX,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,379.191589355469,54.0,2.0,4.0,0.0,8.0,94.83000000000001,0.2222222222222222,0.0,5.0,0.0,1.0,WUR
WFDXOXNFNRHQEC,c1ccc(Oc2cc(Oc3ccccc3)ncn2)cc1,404.1244354248045,47.0,7.0,3.0,3.0,16.0,103.56,0.26666666666666666,3.0,5.0,0.0,0.0,WUR
WFKSADNZWSKCRZ,c1ccccc1,312.136199951172,43.0,7.0,1.0,1.0,6.0,46.61,0.23809523809523808,1.0,3.0,0.0,1.0,WUR
WFTHOCDLKYPFJX,c1ccccc1,296.113037109375,38.0,6.0,1.0,1.0,7.0,104.14000000000001,0.3333333333333333,1.0,6.0,0.0,0.0,WUR
WINHLTQNRABBSW,O=C(c1ccccc1)c1ccc2nc[nH]c2c1,256.088119506836,29.0,2.0,3.0,3.0,12.0,71.77,0.2631578947368421,3.0,1.0,0.0,1.0,WUR
WJCNZQLZVWNLKY,c1ccc2[nH]c(-c3cscn3)nc2c1,202.043487548828,21.0,1.0,3.0,3.0,10.5,41.57,0.2857142857142857,3.0,0.0,1.0,0.0,WUR
WKEDVNSFRWHDNR,O=C(Nc1ccccc1)c1ccccc1,214.086181640625,27.0,2.0,2.0,2.0,9.0,49.33,0.1875,1.0,2.0,0.0,0.0,WUR
WKGKFWXGAHXMCE,c1ccccc1,301.120086669922,41.0,9.0,1.0,1.0,5.0,44.760000000000005,0.25,0.0,4.0,0.0,1.0,WUR
WLFDQEVORAMCIM,c1ccccc1,259.007965087891,25.0,2.0,1.0,1.0,5.0,41.57,0.35714285714285715,2.0,2.0,0.0,1.0,WUR
WPCVRWVBBXIRMA,O=C1OCCc2c1c(=O)oc1c3c(ccc21)O[C@H]1OCC[C@@H]31,331.0814514160155,38.0,1.0,5.0,2.0,12.5,84.20000000000002,0.2916666666666667,0.0,7.0,0.0,0.0,WUR
WRPIRSINYZBGPK,c1ccc(Oc2ccnc3ccccc23)cc1,308.004272460938,28.0,2.0,3.0,3.0,11.5,22.12,0.25,1.0,1.0,0.0,3.0,WUR
WTPBIYSMFKUQKY,c1ccc2[nH]cnc2c1,240.079986572266,29.0,3.0,2.0,2.0,9.0,88.84,0.375,3.0,2.0,1.0,0.0,WUR
WURBVZBTWMNKQT,c1ccc(OCn2cncn2)cc1,294.100616455078,36.0,4.0,2.0,2.0,8.5,57.010000000000005,0.3,3.0,2.0,0.0,1.0,WUR
WURGXGVFSMYFCG,c1ccccc1,332.96980285644497,29.0,5.0,1.0,1.0,6.0,40.620000000000005,0.5,2.0,2.0,2.0,3.0,WUR
WVLAAKXASPCBGT,O=c1[nH]c(=O)c2c(ncn2CCCNCCc2ccccc2)[nH]1,390.177459716797,51.0,7.0,3.0,3.0,13.0,134.54000000000002,0.35714285714285715,5.0,5.0,0.0,0.0,WUR
WVQBLGZPHOPPFO,c1ccccc1,284.141510009766,41.0,6.0,1.0,1.0,5.0,29.54,0.21052631578947367,1.0,2.0,0.0,1.0,WUR
WWYNJERNGUHSAO,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,313.21662902832054,51.0,1.0,4.0,0.0,8.0,37.3,0.08695652173913043,0.0,2.0,0.0,0.0,WUR
WXURHACBFYSXBI,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,411.197692871094,57.0,2.0,4.0,0.0,8.0,94.83,0.2413793103448276,0.0,5.0,0.0,2.0,WUR
WXZVAROIGSFCFJ,c1ccc2ccccc2c1,272.16465759277355,41.0,5.0,2.0,2.0,8.5,29.540000000000003,0.15,1.0,2.0,0.0,0.0,WUR
WYEHFWKAOXOVJD,O=C(Nc1ccccc1)c1cccnc1Oc1ccccc1,395.081237792969,39.0,4.0,3.0,3.0,13.0,51.22,0.32142857142857145,2.0,2.0,0.0,5.0,WUR
WYEMLYFITZORAB,O=C(Nc1ccccc1-c1ccccc1)c1cccnc1,343.040283203125,35.0,3.0,3.0,3.0,13.0,41.99,0.21739130434782608,2.0,1.0,0.0,2.0,WUR
WYKYKTKDBLFHCY,O=c1cccnn1-c1ccccc1,222.043060302734,23.0,1.0,2.0,2.0,9.0,60.910000000000004,0.3333333333333333,3.0,1.0,0.0,1.0,WUR
WYMSBXTXOHUIGT,c1ccccc1,276.063140869141,32.0,7.0,1.0,1.0,6.0,87.9,0.4444444444444444,1.0,6.0,0.0,0.0,WUR
WYVVKGNFXHOCQV,__ACYCLIC__WYVVKGNFXHOCQV,281.998748779297,24.0,4.0,0.0,0.0,3.0,38.33,0.3333333333333333,1.0,2.0,0.0,1.0,WUR
XCGSFFUVFURLIX,O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,582.271545410156,78.0,4.0,8.0,3.0,20.0,118.21000000000001,0.23255813953488372,5.0,5.0,0.0,0.0,WUR
XCSGPAVHZFQHGE,c1ccccc1,270.125732421875,38.0,6.0,1.0,1.0,5.0,29.54,0.2222222222222222,1.0,2.0,0.0,1.0,WUR
XDNBJTQLKCIJBV,c1ccccc1,309.0381469726565,35.0,7.0,1.0,1.0,6.0,44.760000000000005,0.3888888888888889,0.0,4.0,2.0,0.0,WUR
XIXHUNCZQIRQOG,c1ccc(CNC2CCCC2)cc1,210.10466003418,30.0,3.0,2.0,1.0,5.0,12.03,0.14285714285714285,1.0,0.0,0.0,1.0,WUR
XKJMBINCVNINCA,c1ccccc1,249.019409179688,25.0,2.0,1.0,1.0,5.0,41.57,0.4,2.0,2.0,0.0,2.0,WUR
XLDBGFGREOMWSL,C(=Nc1ccccc1)=Nc1ccccc1,363.279357910156,61.0,6.0,2.0,2.0,10.0,24.72,0.07407407407407407,2.0,0.0,0.0,0.0,WUR
XMJFVIGTHMOGNZ,C1CCOCC1,388.073394775391,45.0,8.0,1.0,0.0,5.0,166.10999999999999,0.5,1.0,9.0,2.0,0.0,WUR
XMTQQYYKAHVGBJ,c1ccccc1,233.024536132813,24.0,1.0,1.0,1.0,5.0,32.34,0.35714285714285715,2.0,1.0,0.0,2.0,WUR
XNKARWLGLZGMGX,c1ccccc1,257.093902587891,34.0,6.0,1.0,1.0,5.0,35.53,0.23529411764705882,0.0,3.0,0.0,1.0,WUR
XOXHILFPRYWFOD,O=S(=O)(Nc1cccnn1)c1ccccc1,285.020599365234,27.0,3.0,2.0,2.0,10.0,97.97,0.4444444444444444,4.0,2.0,1.0,1.0,WUR
XOZLRRYPUKAKMU,O=c1cc[nH]n1-c1ccccc1,246.160186767578,37.0,3.0,2.0,2.0,8.5,38.96,0.2222222222222222,3.0,1.0,0.0,0.0,WUR
XQYZDYMELSJDRZ,c1ccc(Cc2nccc3ccccc23)cc1,340.154510498047,46.0,6.0,3.0,3.0,11.5,49.81,0.2,1.0,4.0,0.0,0.0,WUR
XQZXYNRDCRIARQ,c1ccccc1,777.861999511719,53.0,10.0,1.0,1.0,7.0,188.45,0.45161290322580644,3.0,8.0,0.0,3.0,WUR
XVOKUMIPKHGGTN,O=C1CN=C(c2ccccn2)N1,290.150238037109,40.0,4.0,2.0,1.0,8.0,91.65,0.2857142857142857,3.0,3.0,0.0,0.0,WUR
XVPBINOPNYFXID,O=C1CCC[C@@H]2[C@H]3CCC[NH+]4CCC[C@@H](CN12)[C@@H]34,265.191436767578,43.0,0.0,4.0,0.0,5.0,43.37,0.21052631578947367,2.0,2.0,0.0,0.0,WUR
XWALNWXLMVGSFR,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,301.216186523438,50.0,0.0,4.0,0.0,7.0,37.3,0.09090909090909091,0.0,2.0,0.0,0.0,WUR
XWIYFDMXXLINPU,O=C1OCCc2c1c(=O)oc1c3c(ccc21)O[C@H]1OC=C[C@@H]31,329.065643310547,36.0,1.0,5.0,2.0,13.5,84.20000000000002,0.2916666666666667,0.0,7.0,0.0,0.0,WUR
XWMMHXRGYYPFAV,c1ccccc1,304.930358886719,24.0,4.0,1.0,1.0,5.0,44.760000000000005,0.5,0.0,4.0,0.0,3.0,WUR
XWTYSIMOBUGWOL,c1ccccc1,226.143859863281,35.0,3.0,1.0,1.0,4.0,72.72,0.25,1.0,3.0,0.0,0.0,WUR
YBBLVLTVTVSKRW,c1ccc(Cn2cncn2)cc1,294.171600341797,41.0,4.0,2.0,2.0,11.5,78.28999999999999,0.22727272727272727,5.0,0.0,0.0,0.0,WUR
YEZNLOUZAIOMLT,c1ccc(Nc2ccccc2)cc1,262.06291198730503,30.0,3.0,2.0,2.0,9.0,49.33,0.2222222222222222,1.0,2.0,0.0,1.0,WUR
YFAGHNZHGGCZAX,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1,470.034027099609,47.0,4.0,4.0,2.0,12.5,112.74000000000001,0.36666666666666664,3.0,5.0,1.0,2.0,WUR
YFBPRJGDJKVWAH,c1ccccc1,226.089614868164,30.0,2.0,1.0,1.0,5.0,38.33,0.26666666666666666,1.0,2.0,1.0,0.0,WUR
YFGYUFNIOHWBOB,c1cncnc1,239.150131225586,35.0,2.0,1.0,1.0,5.0,58.56000000000001,0.35294117647058826,4.0,2.0,0.0,0.0,WUR
YKBZOVFACRVRJN,C1CCOC1,203.113967895508,28.0,3.0,1.0,0.0,3.0,88.78999999999999,0.5,4.0,3.0,0.0,0.0,WUR
YKKQAXQGZIBJFS,c1ccccc1,234.160095214844,36.0,3.0,1.0,1.0,6.0,82.07,0.23529411764705882,3.0,1.0,0.0,0.0,WUR
YOSHYTLCDANDAN,O=C1N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C=NC12CCCC2,429.240661621094,60.0,7.0,5.0,3.0,15.5,87.13,0.21875,6.0,1.0,0.0,0.0,WUR
YOUGRGFIHBUKRS,c1ccccc1,150.127883911133,27.0,2.0,1.0,1.0,4.0,0.0,0.09090909090909091,1.0,0.0,0.0,0.0,WUR
YOWNVPAUWYHLQX,O=C(NC(=O)c1ccccc1)Nc1cccc(Oc2ccccn2)c1,506.009857177734,43.0,4.0,3.0,3.0,14.0,80.32000000000001,0.3939393939393939,3.0,3.0,0.0,7.0,WUR
YQIGLEFUZMIVHU,__ACYCLIC__YQIGLEFUZMIVHU,128.106918334961,22.0,2.0,0.0,0.0,2.0,29.1,0.2222222222222222,1.0,1.0,0.0,0.0,WUR
YREQHYQNNWYQCJ,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,394.237701416016,56.0,9.0,3.0,3.0,12.0,27.69,0.10714285714285714,0.0,3.0,0.0,0.0,WUR
YUAUPYJCVKNAEC,c1ccc(N=c2[nH]ccs2)cc1,219.095306396484,29.0,1.0,2.0,2.0,8.5,17.29,0.2,2.0,0.0,1.0,0.0,WUR
